n,time
2423,1232
2424,1012
2425,1493
2426,2445
2427,1964
2428,1213
2429,2365
2430,2555
2431,1703
2432,1372
2433,2254
2434,2395
2435,1072
2436,1052
2437,1954
2438,1543
2439,2265
2440,1102
2441,2164
2442,942
2443,1713
2444,962
2445,1663
2446,2014
2447,1573
2448,1603
2449,1462
2450,3095
2451,3737
2452,1593
2453,2605
2454,2395
2455,2695
2456,2234
2457,2855
2458,1192
2459,2575
2460,2014
2461,1904
2462,1994
2463,2565
2464,1322
2465,2605
2466,1994
2467,1804
2468,1704
2469,1894
2470,3026
2471,3186
2472,3837
2473,2134
2474,3496
2475,2755
2476,2795
2477,2525
2478,1813
2479,3326
2480,2555
2481,2385
2482,1373
2483,1323
2484,2415
2485,3026
2486,1833
2487,1543
2488,1833
2489,1152
2490,2134
2491,3066
2492,1873
2493,1853
2494,1573
2495,942
2496,1523
2497,1202
2498,1262
2499,1593
2500,1804
2501,1984
2502,1052
2503,1693
2504,982
2505,3236
2506,2284
2507,2896
2508,2224
2509,1532
2510,2705
2511,2745
2512,2144
2513,2234
2514,1914
2515,1263
2516,2785
2517,1182
2518,2325
2519,31910
2520,1864
2521,1483
2522,2354
2523,1893
2524,2444
2525,2645
2526,3106
2527,1293
2528,2675
2529,2144
2530,2815
2531,2274
2532,1833
2533,1243
2534,1102
